20.00903,1850,5.901328,0.0,-5.508545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0859375,40.692673,0.0,0.0,Algorithm,crunched
20.018124,1851,5.901328,0.0,-5.508545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5585938,41.399097,0.0,0.0,Algorithm,crunched
20.127195,1852,5.863008,0.0,-5.7767878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6367188,44.88841,0.0,0.0,Test,crunched
20.233423,1853,5.901328,0.0,-5.853428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2851562,45.686092,0.0,0.0,Algorithm,crunched
20.333977,1854,6.09293,0.0,-5.661826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125,46.304516,0.0,0.0,Algorithm,extended
20.436441,1855,7.0030375,0.0,-5.853428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.074219,44.828255,0.0,0.0,Algorithm,extended
20.536991,1856,7.3479204,0.0,-4.425997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0625,41.6697,0.0,0.0,Algorithm,extended
20.638374,1857,4.473897,0.0,-5.0678616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.523438,37.482235,0.0,0.0,Algorithm,extended
20.745703,1858,2.4908204,0.0,-2.040557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.984375,32.59785,0.0,0.0,Algorithm,extended
20.844181,1859,1.7914748,0.0,-0.9005275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.863281,25.150723,0.0,0.0,Algorithm,extended
20.9395,1860,-0.6801853,0.0,1.3699512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.511719,16.772366,0.0,0.0,Algorithm,extended
21.042356,1861,-1.0633888,0.0,0.82388663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.578125,6.956607,0.0,0.0,Algorithm,extended
21.159405,1862,-1.2645702,0.0,-0.33530283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.535156,-5.7353377,0.0,0.0,Algorithm,extended
21.265013,1863,0.4790039,0.0,-1.7244143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7890625,-19.632448,0.0,0.0,Algorithm,extended
